date,tower,room,affected_system,time_reported,time_resolved,problem,action,recommendation,status,attended_by,time
08/21/18,TBM MW,804,Internet,4:00 pm,4:10 pm,CISCO AP dettached from wall.,"With sir Mark, reinstalled AP to the wall.",,OK,Mark Ruaya,05:30:31 PM
08/21/18,TBM MW,917,Internet,3:45 pm,4:00 pm,"Guests company laptop unable to connect to WIFI, login portal not loading.",Added its WIFI MAC address to white list until Aug 27.,,Connected.,Fernand Alpapara,05:33:44 PM
08/23/18,TBM TW,936,Internet,4:00 pm,4:10 pm,Guest unable to login on web portal.,Assisted guest with their proper login info.,,Connected.,Fernand Alpapara,11:02:46 PM
08/25/18,TBM MW,912,Vingcard,1:50pm,2pm,Reported by HK Jessie door indicated low batt,Replaced battery and reprogrammed the lockset. Test ok,,,Mark Ruaya,05:08:28 PM
08/27/18,BHOTEL,702,Vingcard,10am,11am,FO Ella calledup VIP guest room door lock indicated red ligth wont open the door.,Replaced battery and reprogrammed the lockset. test using guest key ok,,done,Mark Ruaya,03:25:32 PM
08/27/18,TBM MW,908,Internet,9:35am,9:50am,Guest requested for assistant to connect PS4 to TV,Upon arrival guest managed to connect the PS4 to room TV.Internet also ok,,done,Mark Ruaya,03:27:23 PM
08/28/18,TBM TW,922,Telephone,9am,9pm,Reported by Sir Jeff guest tel could not be reached,Assisted by SG Vargas and Fernan foundout tel at writing table has def pairing and IO.Replaced pairing(w/orange) and IO. Dial tone restored. test call to GSC ok,,done,Mark Ruaya,04:32:41 PM
08/29/18,TBM TW,536,Telephone,11am,4pm,Reported by RA all tel no dial tone,Found out wrong patch of spical cable from unit to handset.Done,,done,Mark Ruaya,05:24:58 PM
08/30/18,TBM TW,525,Telephone,10am,,Repoted by RA writing table tel no dial tone,"Found cable connected from the IO was disconnected.Secured the patching, dial tone restored.",,done,Mark Ruaya,05:07:25 PM
08/30/18,TBM MW,1111,Vingcard,1:40pm,2pm,RA reported door lock indicated low batt. Room is occupied,Assisted by RA. Replaced battery test RA key ok,,done,Mark Ruaya,05:10:26 PM
08/31/18,TBM TW,1828,Telephone,11am,11:30am,Pending last night reported from TBM E Log Sys. Writing table tel no dial tone,As advised by Guest to be check around 11am. And foundout wrong patch of spiral cord handset to unit. Correct the connection Dial tone restored.,,done,Mark Ruaya,06:31:27 PM
08/31/18,TBM MW,702,Internet,12pm,,guest internet login problem. Login page prompted then key lock symbol showup,On her phone used default browser(chrome) instead. Removed S from https to http.Login successful,,Done,Mark Ruaya,06:35:47 PM
08/31/18,TBM TW,829,Telephone,2pm,,Reported by HK Erick writing table no dial tone.Room is for arrival,Used pair of white/orange. Dial tone restored,,Done,Mark Ruaya,06:37:08 PM
08/31/18,TBM MW,1417,Internet,1pm,,guest Internet login.,Foundout guest dont know where to enter his usernamed and password. Guest phone successffully connected to the internet,,done,Mark Ruaya,06:39:02 PM
09/01/18,TBM MW,916,Internet,9:00 pm,9:05 pm,Guest unable to login thru WIFI. Foundout that guest input at room number was 0916.,Informed guest the proper room number input.,,Guest connected.,Fernand Alpapara,11:23:37 PM
09/03/18,TBM TW,813,Telephone,11:30am,3pm,090218. Reported by Eng Alex Bathroom phone no dial tone.Room was Vacant,090218. Found out loose patching wall to tel base.Secured patching. Dial tone restored.,,done,Mark Ruaya,10:17:11 AM
09/05/18,TBM MW,906,Vingcard,8:30am,8:45am,090418.Reported by Eng Ronald Guest room wont open due to lockset blinking red only. Guest couldnt enter his room,090418.Opened using Ipaq Encoder Open Lock. Replaced batt and reprogrammed the lockset.Test using guest key ok,,done,Mark Ruaya,11:22:42 AM
09/06/18,TBM TW,1633,Telephone,11am,,Reported by RA tel at writing table no dia tone.,Assist by SG all 3 tel unit has dial tone. Test call to GSC ok,,done,Mark Ruaya,05:21:22 PM
09/06/18,TBM MW,1014,Telephone,11am,,Reported by RA rachelle both tel units has hangup sound.,Reset tel shelf and board on OM terminal. Dial tone restored.,,done,Mark Ruaya,05:28:08 PM
09/06/18,TBM MW,1605,Telephone,3pm,,Reported by Sir John called last night bathroom phone no dial tone,Replaced pairing from MIS pabx to IDF of 16th flr.Replaced paring of bathroom phone from brown to green. Dial tone restored,,done,Mark Ruaya,05:46:16 PM
09/07/18,TBM MW,1107,Telephone,11;20am,,Reported FO Rizako tel at the writing table no dial tone.,"Upon checking tel unit line button switched from line 2, switched to line1 and the dial tone restored.",,Advised GSC.Done,Mark Ruaya,04:07:02 PM
09/07/18,TBM TW,1721,Internet,4:50pm,5:05pm,Guest couldnt enter on the login page.,Guest phone used chrome browser only. Removed S on the https. Login showup input guest room internet credential. ,,done,Mark Ruaya,05:18:08 PM
09/07/18,BHOTEL,211,Vingcard,4:00 pm,5:30 pm,Unable to unlock door. Found out Red light indication. ,"Generated logs, replaced battery and reprogrammed. Tested - OK.",,OK.,Fernand Alpapara,11:44:01 PM
09/08/18,TBM MW,1813,Internet,1:30 pm,1:45 pm,Guest requested interent connection on his APPLE TV device connected to the LED Tv,"Added MAC ADDRESS of apple device to Antlabs reconnected to wifi and Apple TV able to connect to Internet, set expiry date to guest checkout.",,Internet enabled on device,John Pacion,05:03:07 PM
09/08/18,TBM TW,1928,Internet,11:00 pm,11:15 pm,Guest is getting low speed test. ,Advised guest to relogin WIFI (login portal) and choose premium instead of free internet.,,Guest got good speed test after re log in,Fernand Alpapara,11:20:55 PM
09/10/18,TBM MW,1112,Internet,10am,10:15am,Guest Intenet login concern,Assist guest connect her laptop to the internet.Just refresh the browser the the login page showup.Internet on her phone no problem.Login was successful,,done,Mark Ruaya,05:28:54 PM
09/10/18,TBM MW,1414,Vingcard,04:00 pm,04:15 pm,RA reported ACCESSLOCK indicating red lite while swiping of RFID card,Replace battery and cassette on accesslock and reporgrammed accesslock according to correct room number with current date/time on service terminal.,,accesslock tested and working.,John Pacion,07:16:06 PM
09/11/18,TBM TW,728,Internet,10:00 pm,10:15 pm,Guest unable to login portal. Foundout mispelled input of guests lastname by FO Grace.,Asked FO to correct spelling of guests lastnname,,OK,Fernand Alpapara,11:52:39 PM
09/11/18,TBM MW,1015,Internet,8:00 pm,8:15 pm,Guest unable to login portal. Foundout mispelled input of guests lastname by FO Unese.,Asked FO to correct spelling of guests lastnname,,OK,Fernand Alpapara,11:53:29 PM
09/11/18,TBM MW,1802,Internet,10:15 pm,10:30 pm,Guest unable to login portal. Foundout mispelled input of guests lastname by FO JC.,Asked FO to correct spelling of guests lastnname,,OK,Fernand Alpapara,11:54:11 PM
09/12/18,TBM MW,1805,Vingcard,10am,11am,091118.Reported by RA guest lock indicated low batt.But foundout def solenoid due to ON and OFF locking,091118.Assisted by SG replaced new solenoid.Re programmed the lockset test using my key ok.,,Done,Mark Ruaya,09:19:01 AM
09/12/18,TBM MW,814,Vingcard,,,091118.RA reported door lock indicated low batt,091118.Replaced batt and cassette.Reprogrammed the lockset and test ok.,,done,Mark Ruaya,09:30:47 AM
09/12/18,TBM TW,1727,Telephone,04:30 pm,04:45 pm,Ra reported Telephone on writing desk for Guest room is defective (always hang),Replace with spare unit of Guest phone and test call was successful to GSC.,,pullout defective plunger on phone back to MIS,John Pacion,08:33:12 PM
09/12/18,TBM MW,1403,Vingcard,4:00 pm,4:15 pm,Unable to unlock door with orange indicator. Room was vacant.,Replaced battery and reprogrammed.,,OK.,Fernand Alpapara,11:07:33 PM
09/14/18,TBM TW,1229,Vingcard,3:15 pm,3:30 pm,Long staying Guest room scheduled for MUR.,replace battery and cassette and reprogrammed according to room number and current date & time,,acceslock tested,John Pacion,08:32:24 PM
09/14/18,TBM TW,730,Vingcard,04:00 pm,04:15 pm,Ra reported guest room scheduled for MUR today,"Replace battery on power pack and reprogrammed accesslock according to room number,tested on RFID card was successful.
",,AcceAccesslock functional.sslock functional.,John Pacion,08:34:31 PM
09/15/18,TBM TW,1828,Internet,8:00 pm,8:30 pm,Guest is complaining regarding slow download speed on speedtest getting only .2mbps on DL. Guest compared the speed to signature lounge where they are connected to Bellevue events SSID and they are getting 30mbps on DL.,Created username and password with guests lastname and Guaranteed plan.,,Guest is contented with the speed after re login to portal using the access i gave them.,Fernand Alpapara,11:13:47 PM
09/15/18,TBM TW,1429,Telephone,3:00 pm,3:15 pm,Bathroom phone problem.,Replaced handset. Test call - OK.,,OK.,Fernand Alpapara,11:16:50 PM
09/18/18,TBM TW,1625,Vingcard,2pm,2:15pm,For PM room is occupied. RA calledup for MUR,"Replaced battery and cassette, reprogrammed the lockset test using RA key ok",,done,Mark Ruaya,04:17:36 PM
09/18/18,TBM MW,709,Vingcard,3:30 pm,3:45 pm,"As advised by sir Jeff, to check lockset,as reported by RA is showing RED lite on lockset indicator,arrival of VIP guest this afternoon","Took Event logs and found that lockset has reset to defualt date to 01/1/2016,reprogrammed to current date and time, test RFID by HK Supervisor Bob was successful. ",,Lockset tested and working.,John Pacion,07:11:36 PM
09/18/18,TBM TW,531,Internet,07:15 pm,07:25 pm,"As indicated on AP monitoring PC, AP show RTO for how many days now.room is vacant today","Upon checking, found out that 6inch cable at the back of TV is disconnected ,reset LAN cable connection and AP has rebooted properly, test WIFI on mobile phone was also successful",,AP detected on monitoring PC for TW.,John Pacion,07:53:01 PM
09/18/18,TBM TW,636,Internet,06:45 pm,07:00 pm,Guest reported that ipad wont connect to WIFI for internet,Orient Guest how to connect to internet thru Antlabs portal using room number and guest last name. successfully connecte to WIFI.,,internet enabled on guest  mobile device,John Pacion,07:58:19 PM
09/24/18,TBM TW,1528,Telephone,11am,,092318.Def tel line no dial tone static only.Room was for arrival,092318.Reset shelf board. Dial tone restored.,,Done,Mark Ruaya,10:39:56 AM
09/24/18,TBM MW,1014,Telephone,9am,,pending last night reported by Fernan. Static tel line room is occupied,Assisted by SG replaced pairing from TTC to Bathroom phone.Dial tone restored,,done,Mark Ruaya,04:45:40 PM
09/20/18,TBM MW,513,Vingcard,09:45 pm,09:55 pm,As reported by RA accesslock wont lock and lite inidcator is still green.,"Replace battery on power pack and reprogrammed accesslock according to room number,tested on RFID card was successful.",,"Accesslock functional.
",John Pacion,07:59:13 PM
09/21/18,BHOTEL,309,Vingcard,07:05 pm,07:15 pm,"As reported by Billy-BHA engineering guest lock indicating red lite,japanese training manager occupied room.","Replace battery and reprogrammed according to room# and correct date and time,test RFID of RA and guest was successful.",,acceslock accessible.,John Pacion,08:41:10 PM
10/02/18,TBM TW,733,Telephone,03:15 pm,03:30 pm,Reported by RA Bathroom phone handset has broken casing.,"Replaced with defective handset with good casing at MIS, tested before returning to Guest room bathroom,tested calling houskeeping was successful.",,bathroom phone functional.,John Pacion,12:24:03 AM
10/02/18,TBM MW,1215,Internet,8:40 pm,8:50 pm,Guest cannot connect to Internet wifi on company laptop.Foreign femail indian guest,"Assisted guest how to connect to wifi inside room on laptop,advised to used Internet Explorer to login, instead of Google Chrome, login page was fill up successfully, wifi enabled",,internet restored on guest laptop.,John Pacion,12:31:53 AM
10/07/18,TBM TW,8221,Internet,1:20pm,1:40pm,Guest internet concern regarding internet login. No login page,Upon arrival guest advised he already connected to the Internet. No need for assistant.done,,done,Mark Ruaya,04:30:27 PM
10/09/18,TBM TW,1021,Telephone,08:00 pm,08:15 pm,"As reported by RA, defective bathroom phone on guest room occupied by long staying guest.",replace with new spare bathroom phone and pullout defective bittel unit back to MIS room.,,test call to GSC was successful.,John Pacion,08:25:25 PM
10/10/18,TBM TW,1225,Telephone,10am,,Reported by RA tel at writing table no dial tone,Upon checking with  HK Jessie all tel line inside the room has dial tone and tested.,,done,Mark Ruaya,06:38:29 PM
10/10/18,TBM MW,1616,Vingcard,11am,,Reported by RA guest door not locking room was occupied but guest is not arround,Assisted by RA upon checking the door lock is locking it take less than 10sec before it locked. Done,,done,Mark Ruaya,06:41:10 PM
10/12/18,TBM MW,1012,Telephone,09:30 pm,09:45 pm,Guest complain noisy humming on BEDSIDE phone handset. foreighner(indian),"Found out that CP adaptor wire was near the telephone spiral cable, advised to charge phone on writing desk, test call to GSC was clear without any noise. ",,advised guest not to charge near the guest phone.,John Pacion,12:52:38 AM
10/12/18,TBM MW,1806,Internet,8:00 pm,8:08 pm,Guest unable to connect to wifi using her laptop.,Assisted guest on connecting her laptop thru WIFI.,,Guest connected.,Fernand Alpapara,10:51:35 PM
10/14/18,TBM TW,1722,Internet,2:30pm,2:55pm,Pending AP not detected since last week,"Foundout missing 6inc patch at the back of the TV. Install 6ich, test lan and wifi",,done,Mark Ruaya,02:58:18 PM
10/14/18,TBM TW,831,Telephone,2:15pm,2:25pm,HK Jessie bedside tel no dial tone,Upon checking foundout spiral patching was wrong. Correct the patching. Dial tone restored.,,done,Mark Ruaya,03:02:54 PM
10/15/18,TBM MW,815,Vingcard,10:20am,11:10am,101418.Reported by RA and Eng Jessie. Door lock not locking low clicking on lockset when using valid card,"101418.Room was occupied.Assisted by SG Wendel,replaced mechanical lockset. due to def solenoid. Test ok",,done,Mark Ruaya,09:39:15 AM
10/16/18,TBM MW,903,Vingcard,12nn,12:30pm,RA reported door lock not openning green light indicated.,Foundout very low clicking from the lockset.Replaced lockset due to def solenoid. Test ok,,done,Mark Ruaya,05:43:35 PM
10/16/18,TBM TW,1623,Telephone,10am,10:20am,HK Alvin calledup bathroom phone damaged handset.,Replaced bathroom phone w/ new Bittel phone(white)sn.1809E01183. Dial test ok,,done,Mark Ruaya,05:45:11 PM
10/16/18,TBM TW,726,Internet,6:30 pm,6:45 pm,"Guest cant login to Antlabs on laptop but ok on mobiler phone, (local)","Tried to open INternet Explorer anf login portal was displayed, able to login and internet was enable on laptop.",,internet ok!,John Pacion,08:23:52 PM
10/17/18,TBM MW,1016,Internet,8:00 pm,8:08 pm,"Guest unable to login to wifi portal. Upon checking his credentials for wifi login, foundout that FO Cherry misspelled his last name.","Asked guest that ill call FO to correct his misspelled lastname. But guest insisted that he will just use the misspelled lastname.

 Informed FO Cherry regarding the issue and she acknowledged.",,Guest is connected.,Fernand Alpapara,11:44:00 PM
10/17/18,TBM TW,1029,Internet,6:00 pm,6:08 pm,Guest unable to connect thru wifi,Assisted guest.,,Guest connected.,Fernand Alpapara,11:45:14 PM
